test_id,strategy_name,total_return,weekly_return,win_rate,num_trades,winners,losers,avg_winner,avg_loser,winner_loser_ratio,max_drawdown,sharpe_ratio,profit_factor,param_strategy_type,param_ma_type,param_fast_ma,param_slow_ma,param_volume_multiplier,param_rsi_threshold,param_entry_confirmation,param_trailing_activation_pct,param_trailing_distance_pct,param_adaptive_trailing,param_strong_momentum_trail,param_weak_momentum_trail,param_momentum_lookback,param_pattern_types,param_confirmation_volume,param_confirmation_ma,param_min_body_pct,param_bb_period,param_bb_std,param_entry_trigger,param_exit_trigger,param_rsi_filter,param_rsi_period,param_oversold_threshold,param_overbought_threshold,param_exit_strategy,param_rsi_neutral,param_profit_target_pct,param_entry_type,param_exit_type,param_streak_rsi_period,param_pct_rank_period,param_crsi_oversold,param_crsi_overbought,param_max_hold_days,param_min_gap_pct,param_max_gap_pct,param_gap_confirmation,param_min_volume_multiplier,param_entry_time_window
1815,momentum_trailing,-0.2027,-0.0158,0.5131,96,49,47,0.01,0.0148,0.68,0.179,0.25,0.71,momentum,,,,,,,0.01,0.025,False,0.018,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,momentum_trailing,0.563,0.0438,0.4865,41,19,22,0.0482,0.016,3.01,0.0695,2.43,2.6,momentum,,,,,,,0.01,0.025,False,0.018,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,momentum_trailing,0.2703,0.021,0.5126,24,12,12,0.031,0.0085,3.65,0.1628,1.41,3.65,momentum,,,,,,,0.01,0.025,False,0.018,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,momentum_trailing,0.2396,0.0186,0.5264,22,11,11,0.0395,0.0178,2.23,0.1834,0.51,2.23,momentum,,,,,,,0.01,0.025,False,0.018,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,momentum_trailing,-0.0261,-0.002,0.3526,90,31,59,0.0195,0.0107,1.82,0.119,-0.38,0.96,momentum,,,,,,,0.01,0.025,False,0.02,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,momentum_trailing,-0.1257,-0.0098,0.4922,37,18,19,0.0176,0.0233,0.76,0.1698,-0.82,0.72,momentum,,,,,,,0.01,0.025,False,0.02,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,momentum_trailing,1.2527,0.0974,0.5329,73,38,35,0.0439,0.0118,3.71,0.1064,2.07,4.02,momentum,,,,,,,0.01,0.025,False,0.02,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,momentum_trailing,0.4161,0.0324,0.5443,51,27,24,0.0213,0.0066,3.23,0.1621,2.47,3.63,momentum,,,,,,,0.01,0.025,False,0.02,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,momentum_trailing,0.635,0.0494,0.4474,68,30,38,0.0296,0.0066,4.46,0.1041,2.34,3.52,momentum,,,,,,,0.01,0.025,False,0.02,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,momentum_trailing,0.2718,0.0211,0.473,96,45,51,0.0235,0.0154,1.52,0.2204,1.08,1.35,momentum,,,,,,,0.01,0.025,False,0.02,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,momentum_trailing,0.206,0.016,0.5075,28,14,14,0.03,0.0153,1.96,0.0698,1.35,1.96,momentum,,,,,,,0.01,0.025,False,0.02,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,momentum_trailing,0.0377,0.0029,0.3951,24,9,15,0.0368,0.0196,1.88,0.1715,1.65,1.13,momentum,,,,,,,0.01,0.025,False,0.02,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,momentum_trailing,0.2516,0.0196,0.5322,74,39,35,0.0163,0.011,1.48,0.0522,1.18,1.65,momentum,,,,,,,0.01,0.025,False,0.02,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,momentum_trailing,0.2027,0.0158,0.468,65,30,35,0.0235,0.0144,1.64,0.0567,1.66,1.4,momentum,,,,,,,0.01,0.025,False,0.025,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,momentum_trailing,0.1959,0.0152,0.5043,22,11,11,0.0365,0.0187,1.95,0.1602,1.94,1.95,momentum,,,,,,,0.01,0.025,False,0.025,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,momentum_trailing,0.2158,0.0168,0.4602,64,29,35,0.0417,0.0284,1.47,0.0849,1.76,1.22,momentum,,,,,,,0.01,0.025,False,0.025,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,momentum_trailing,0.1358,0.0106,0.383,55,21,34,0.0269,0.0126,2.13,0.0608,2.41,1.32,momentum,,,,,,,0.01,0.025,False,0.025,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,momentum_trailing,-0.1051,-0.0082,0.4653,21,9,12,0.0289,0.0304,0.95,0.1338,0.64,0.71,momentum,,,,,,,0.01,0.025,False,0.025,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,momentum_trailing,0.7539,0.0586,0.4909,96,47,49,0.0293,0.0127,2.31,0.177,2.88,2.21,momentum,,,,,,,0.01,0.025,False,0.025,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,momentum_trailing,0.2938,0.0229,0.428,86,36,50,0.0357,0.0198,1.8,0.2453,1.5,1.3,momentum,,,,,,,0.01,0.025,False,0.025,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,momentum_trailing,-0.5842,-0.0454,0.4511,70,31,39,0.0085,0.0218,0.39,0.2081,-1.02,0.31,momentum,,,,,,,0.01,0.025,False,0.025,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,momentum_trailing,0.3375,0.0262,0.3911,73,28,45,0.0345,0.014,2.47,0.2411,2.84,1.54,momentum,,,,,,,0.01,0.025,False,0.025,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,momentum_trailing,0.9277,0.0722,0.4392,99,43,56,0.0347,0.0101,3.44,0.0739,1.2,2.64,momentum,,,,,,,0.01,0.03,True,0.018,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,momentum_trailing,0.4091,0.0318,0.5019,46,23,23,0.0249,0.0071,3.5,0.1625,-0.74,3.5,momentum,,,,,,,0.01,0.03,True,0.018,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,momentum_trailing,-0.0974,-0.0076,0.5422,36,19,17,0.0146,0.022,0.66,0.21,-0.45,0.74,momentum,,,,,,,0.01,0.03,True,0.018,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,momentum_trailing,-0.0704,-0.0055,0.387,33,12,21,0.0251,0.0177,1.42,0.1076,-0.6,0.81,momentum,,,,,,,0.01,0.03,True,0.018,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,momentum_trailing,0.2613,0.0203,0.5551,60,33,27,0.0244,0.0201,1.21,0.0874,1.13,1.48,momentum,,,,,,,0.01,0.03,True,0.018,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,momentum_trailing,1.1403,0.0887,0.5603,77,43,34,0.0372,0.0135,2.75,0.1644,-0.2,3.48,momentum,,,,,,,0.01,0.03,True,0.018,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,momentum_trailing,-0.8202,-0.0638,0.3683,83,30,53,0.0118,0.0222,0.53,0.2389,0.33,0.3,momentum,,,,,,,0.01,0.03,True,0.018,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,momentum_trailing,0.6551,0.051,0.503,80,40,40,0.0354,0.019,1.86,0.1101,1.54,1.86,momentum,,,,,,,0.01,0.03,True,0.018,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,momentum_trailing,1.0933,0.085,0.5508,74,40,34,0.044,0.0196,2.24,0.2465,1.56,2.64,momentum,,,,,,,0.01,0.03,True,0.018,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,momentum_trailing,0.5091,0.0396,0.4154,76,31,45,0.0386,0.0153,2.53,0.0831,2.09,1.74,momentum,,,,,,,0.01,0.03,True,0.02,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,momentum_trailing,1.2339,0.096,0.5038,82,41,41,0.0407,0.0106,3.83,0.164,0.45,3.83,momentum,,,,,,,0.01,0.03,True,0.02,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,momentum_trailing,0.2127,0.0165,0.5049,77,38,39,0.0286,0.0225,1.28,0.0629,1.14,1.24,momentum,,,,,,,0.01,0.03,True,0.02,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,momentum_trailing,0.6317,0.0491,0.569,78,44,34,0.0214,0.0092,2.34,0.0653,1.54,3.03,momentum,,,,,,,0.01,0.03,True,0.02,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,momentum_trailing,-0.3551,-0.0276,0.407,68,27,41,0.0292,0.0279,1.05,0.1211,-0.88,0.69,momentum,,,,,,,0.01,0.03,True,0.02,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,momentum_trailing,0.1763,0.0137,0.4208,47,19,28,0.0254,0.0109,2.32,0.1526,0.86,1.58,momentum,,,,,,,0.01,0.03,True,0.02,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,momentum_trailing,0.371,0.0289,0.381,66,25,41,0.0434,0.0174,2.49,0.1378,2.12,1.52,momentum,,,,,,,0.01,0.03,True,0.02,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,momentum_trailing,0.2521,0.0196,0.4433,48,21,27,0.03,0.014,2.14,0.2395,2.41,1.67,momentum,,,,,,,0.01,0.03,True,0.02,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,momentum_trailing,-0.1773,-0.0138,0.4718,45,21,24,0.0212,0.026,0.82,0.2006,-0.31,0.72,momentum,,,,,,,0.01,0.03,True,0.02,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,momentum_trailing,-0.0028,-0.0002,0.5722,48,27,21,0.0147,0.019,0.77,0.0791,-0.88,0.99,momentum,,,,,,,0.01,0.03,True,0.025,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,momentum_trailing,0.1601,0.0125,0.4095,34,13,21,0.0454,0.0205,2.22,0.1814,1.39,1.37,momentum,,,,,,,0.01,0.03,True,0.025,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,momentum_trailing,0.1612,0.0125,0.5762,47,27,20,0.0193,0.0179,1.07,0.1786,2.2,1.45,momentum,,,,,,,0.01,0.03,True,0.025,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,momentum_trailing,0.0017,0.0001,0.4455,39,17,22,0.0125,0.0096,1.3,0.0552,2.53,1.01,momentum,,,,,,,0.01,0.03,True,0.025,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,momentum_trailing,0.3805,0.0296,0.3786,61,23,38,0.0292,0.0077,3.81,0.0616,0.79,2.31,momentum,,,,,,,0.01,0.03,True,0.025,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,momentum_trailing,0.3918,0.0305,0.4276,59,25,34,0.0187,0.0023,8.29,0.1982,0.69,6.1,momentum,,,,,,,0.01,0.03,True,0.025,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,momentum_trailing,-0.4205,-0.0327,0.4382,60,26,34,0.0206,0.0281,0.73,0.1733,-0.42,0.56,momentum,,,,,,,0.01,0.03,True,0.025,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,momentum_trailing,0.0727,0.0057,0.4275,42,17,25,0.0088,0.0031,2.85,0.1469,1.97,1.94,momentum,,,,,,,0.01,0.03,True,0.025,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,momentum_trailing,0.423,0.0329,0.4287,88,37,51,0.0243,0.0093,2.61,0.2014,1.87,1.89,momentum,,,,,,,0.01,0.03,True,0.025,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,momentum_trailing,0.7743,0.0602,0.4599,92,42,50,0.019,0.0005,41.56,0.1164,2.29,34.91,momentum,,,,,,,0.01,0.03,False,0.018,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,momentum_trailing,0.0367,0.0029,0.3956,24,9,15,0.0245,0.0123,2.0,0.2196,1.48,1.2,momentum,,,,,,,0.01,0.03,False,0.018,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,momentum_trailing,-0.0105,-0.0008,0.3682,29,10,19,0.0272,0.0149,1.83,0.185,-1.51,0.96,momentum,,,,,,,0.01,0.03,False,0.018,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,momentum_trailing,-0.1635,-0.0127,0.3764,56,21,35,0.0197,0.0165,1.19,0.0657,-0.48,0.72,momentum,,,,,,,0.01,0.03,False,0.018,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,momentum_trailing,0.2341,0.0182,0.4661,85,39,46,0.0201,0.0119,1.68,0.2417,-0.15,1.43,momentum,,,,,,,0.01,0.03,False,0.018,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,momentum_trailing,-0.1265,-0.0098,0.438,28,12,16,0.0124,0.0172,0.72,0.1289,0.21,0.54,momentum,,,,,,,0.01,0.03,False,0.018,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,momentum_trailing,0.315,0.0245,0.4627,71,32,39,0.0187,0.0073,2.57,0.2297,2.01,2.11,momentum,,,,,,,0.01,0.03,False,0.018,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,momentum_trailing,-0.7818,-0.0608,0.4526,57,25,32,0.016,0.0369,0.43,0.2011,-1.46,0.34,momentum,,,,,,,0.01,0.03,False,0.018,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,momentum_trailing,0.0444,0.0035,0.4004,78,31,47,0.0351,0.0222,1.58,0.1702,1.6,1.04,momentum,,,,,,,0.01,0.03,False,0.018,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,momentum_trailing,0.4129,0.0321,0.4096,38,15,23,0.0281,0.0004,71.16,0.0814,2.65,46.41,momentum,,,,,,,0.01,0.03,False,0.02,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,momentum_trailing,0.5362,0.0417,0.5241,82,42,40,0.0251,0.0129,1.94,0.1297,0.43,2.04,momentum,,,,,,,0.01,0.03,False,0.02,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,momentum_trailing,-0.1816,-0.0141,0.4964,44,21,23,0.0129,0.0197,0.66,0.1866,-0.16,0.6,momentum,,,,,,,0.01,0.03,False,0.02,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,momentum_trailing,0.2631,0.0205,0.3609,60,21,39,0.0257,0.0071,3.63,0.1077,1.84,1.95,momentum,,,,,,,0.01,0.03,False,0.02,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,momentum_trailing,-0.2095,-0.0163,0.3722,91,33,58,0.0188,0.0143,1.31,0.2313,-1.68,0.75,momentum,,,,,,,0.01,0.03,False,0.02,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,momentum_trailing,0.6152,0.0478,0.4451,86,38,48,0.0231,0.0055,4.23,0.2192,1.49,3.35,momentum,,,,,,,0.01,0.03,False,0.02,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,momentum_trailing,0.1279,0.0099,0.516,54,27,27,0.0407,0.036,1.13,0.2365,1.67,1.13,momentum,,,,,,,0.01,0.03,False,0.02,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,momentum_trailing,0.1561,0.0121,0.5031,30,15,15,0.0323,0.0219,1.47,0.1545,1.07,1.47,momentum,,,,,,,0.01,0.03,False,0.02,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,momentum_trailing,-0.3431,-0.0267,0.4056,74,30,44,0.0001,0.0079,0.02,0.1021,-1.49,0.01,momentum,,,,,,,0.01,0.03,False,0.02,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,momentum_trailing,0.1811,0.0141,0.3832,59,22,37,0.0292,0.0125,2.34,0.1667,3.52,1.39,momentum,,,,,,,0.01,0.03,False,0.025,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,momentum_trailing,0.2632,0.0205,0.4471,70,31,39,0.0318,0.0185,1.72,0.1855,1.44,1.37,momentum,,,,,,,0.01,0.03,False,0.025,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,momentum_trailing,-0.4572,-0.0356,0.4199,84,35,49,0.0145,0.0197,0.74,0.1775,0.55,0.53,momentum,,,,,,,0.01,0.03,False,0.025,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,momentum_trailing,0.6267,0.0487,0.4667,62,28,34,0.0323,0.0082,3.96,0.1185,1.88,3.26,momentum,,,,,,,0.01,0.03,False,0.025,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,momentum_trailing,0.117,0.0091,0.3929,90,35,55,0.0462,0.0273,1.69,0.0829,2.02,1.08,momentum,,,,,,,0.01,0.03,False,0.025,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,momentum_trailing,0.6806,0.0529,0.4523,42,18,24,0.0475,0.0073,6.53,0.1346,1.97,4.9,momentum,,,,,,,0.01,0.03,False,0.025,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,momentum_trailing,0.0761,0.0059,0.4764,26,12,14,0.0413,0.03,1.38,0.2252,2.09,1.18,momentum,,,,,,,0.01,0.03,False,0.025,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,momentum_trailing,0.3696,0.0287,0.5276,38,20,18,0.025,0.0072,3.46,0.1318,2.4,3.85,momentum,,,,,,,0.01,0.03,False,0.025,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,momentum_trailing,-0.1404,-0.0109,0.4848,37,17,20,0.0203,0.0243,0.84,0.1738,-0.39,0.71,momentum,,,,,,,0.01,0.03,False,0.025,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,momentum_trailing,-0.3536,-0.0275,0.528,62,32,30,0.0012,0.0131,0.09,0.0939,-0.2,0.1,momentum,,,,,,,0.02,0.01,True,0.018,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,momentum_trailing,0.0559,0.0043,0.4461,63,28,35,0.0296,0.0221,1.34,0.1355,1.74,1.07,momentum,,,,,,,0.02,0.01,True,0.018,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,momentum_trailing,0.85,0.0661,0.546,66,36,30,0.0305,0.0082,3.7,0.2161,2.13,4.45,momentum,,,,,,,0.02,0.01,True,0.018,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,momentum_trailing,0.0245,0.0019,0.3779,42,15,27,0.0227,0.0117,1.94,0.1007,1.79,1.08,momentum,,,,,,,0.02,0.01,True,0.018,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,momentum_trailing,0.7075,0.055,0.5733,47,26,21,0.0344,0.0089,3.87,0.1485,0.89,4.79,momentum,,,,,,,0.02,0.01,True,0.018,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,momentum_trailing,0.3207,0.0249,0.4844,37,17,20,0.0324,0.0115,2.82,0.1613,2.73,2.4,momentum,,,,,,,0.02,0.01,True,0.018,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,momentum_trailing,2.0965,0.1631,0.5362,75,40,35,0.0528,0.0004,120.36,0.2019,1.01,137.55,momentum,,,,,,,0.02,0.01,True,0.018,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,momentum_trailing,0.7513,0.0584,0.5632,68,38,30,0.0247,0.0062,3.96,0.0562,1.63,5.01,momentum,,,,,,,0.02,0.01,True,0.018,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,momentum_trailing,-0.2957,-0.023,0.5496,81,44,37,0.0096,0.0194,0.49,0.198,-0.75,0.59,momentum,,,,,,,0.02,0.01,True,0.018,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,momentum_trailing,0.0248,0.0019,0.382,23,8,15,0.0268,0.0126,2.12,0.1739,1.81,1.13,momentum,,,,,,,0.02,0.01,True,0.02,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,momentum_trailing,0.2041,0.0159,0.3783,38,14,24,0.0197,0.003,6.64,0.1515,0.08,3.88,momentum,,,,,,,0.02,0.01,True,0.02,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,momentum_trailing,0.1711,0.0133,0.545,44,23,21,0.0289,0.0235,1.23,0.0777,1.48,1.35,momentum,,,,,,,0.02,0.01,True,0.02,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,momentum_trailing,-0.0184,-0.0014,0.4953,89,44,45,0.0257,0.0255,1.01,0.1199,-0.44,0.98,momentum,,,,,,,0.02,0.01,True,0.02,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,momentum_trailing,0.9903,0.077,0.5773,54,31,23,0.0479,0.0215,2.23,0.0603,-0.05,3.01,momentum,,,,,,,0.02,0.01,True,0.02,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,momentum_trailing,0.1271,0.0099,0.5724,52,29,23,0.0316,0.0343,0.92,0.1864,1.67,1.16,momentum,,,,,,,0.02,0.01,True,0.02,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,momentum_trailing,-0.0849,-0.0066,0.5008,61,30,31,0.0133,0.0156,0.85,0.1502,-0.5,0.83,momentum,,,,,,,0.02,0.01,True,0.02,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,momentum_trailing,0.5349,0.0416,0.4517,51,23,28,0.0238,0.0004,54.76,0.088,2.5,44.98,momentum,,,,,,,0.02,0.01,True,0.02,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,momentum_trailing,0.1856,0.0144,0.3827,52,19,33,0.0257,0.0092,2.8,0.2174,2.64,1.61,momentum,,,,,,,0.02,0.01,True,0.02,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,momentum_trailing,-0.095,-0.0074,0.4119,34,14,20,0.0136,0.0143,0.95,0.0586,-1.52,0.67,momentum,,,,,,,0.02,0.01,True,0.025,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,momentum_trailing,0.4824,0.0375,0.5656,75,42,33,0.0211,0.0123,1.72,0.1782,1.31,2.19,momentum,,,,,,,0.02,0.01,True,0.025,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,momentum_trailing,0.067,0.0052,0.4565,41,18,23,0.0233,0.0153,1.52,0.0976,0.71,1.19,momentum,,,,,,,0.02,0.01,True,0.025,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,momentum_trailing,-1.2705,-0.0988,0.4344,89,38,51,0.0074,0.0304,0.24,0.2243,0.69,0.18,momentum,,,,,,,0.02,0.01,True,0.025,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,momentum_trailing,0.275,0.0214,0.4666,33,15,18,0.0303,0.01,3.03,0.0656,1.07,2.53,momentum,,,,,,,0.02,0.01,True,0.025,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,momentum_trailing,-0.3431,-0.0267,0.4356,36,15,21,0.0094,0.023,0.41,0.1469,-0.74,0.29,momentum,,,,,,,0.02,0.01,True,0.025,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,momentum_trailing,-0.0809,-0.0063,0.497,23,11,12,0.0029,0.0094,0.31,0.1296,-0.24,0.28,momentum,,,,,,,0.02,0.01,True,0.025,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,momentum_trailing,-1.0161,-0.079,0.3697,75,27,48,0.018,0.0313,0.57,0.1524,-0.45,0.32,momentum,,,,,,,0.02,0.01,True,0.025,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,momentum_trailing,0.2619,0.0204,0.4368,66,28,38,0.0319,0.0166,1.92,0.1887,1.46,1.41,momentum,,,,,,,0.02,0.01,True,0.025,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,momentum_trailing,-0.2234,-0.0174,0.4227,33,13,20,0.005,0.0144,0.35,0.072,-0.05,0.23,momentum,,,,,,,0.02,0.01,False,0.018,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,momentum_trailing,1.3037,0.1014,0.5466,55,30,25,0.0532,0.0116,4.57,0.1052,0.91,5.48,momentum,,,,,,,0.02,0.01,False,0.018,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,momentum_trailing,-0.1994,-0.0155,0.4819,26,12,14,0.0058,0.0192,0.3,0.2355,-0.32,0.26,momentum,,,,,,,0.02,0.01,False,0.018,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,momentum_trailing,0.7917,0.0616,0.5323,67,35,32,0.0332,0.0116,2.87,0.1952,2.35,3.14,momentum,,,,,,,0.02,0.01,False,0.018,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,momentum_trailing,-0.7582,-0.059,0.3752,70,26,44,0.0071,0.0214,0.33,0.2471,-0.46,0.2,momentum,,,,,,,0.02,0.01,False,0.018,0.012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,momentum_trailing,0.8988,0.0699,0.5116,86,44,42,0.0295,0.0095,3.11,0.1996,1.24,3.26,momentum,,,,,,,0.02,0.01,False,0.018,0.012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,momentum_trailing,0.2225,0.0173,0.4383,22,9,13,0.0338,0.0063,5.4,0.0659,2.65,3.74,momentum,,,,,,,0.02,0.01,False,0.018,0.015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,momentum_trailing,-0.3785,-0.0294,0.4999,84,41,43,0.0197,0.0276,0.71,0.1177,-0.07,0.68,momentum,,,,,,,0.02,0.01,False,0.018,0.015,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,momentum_trailing,0.5611,0.0436,0.5457,43,23,20,0.0264,0.0023,11.32,0.1956,1.29,13.02,momentum,,,,,,,0.02,0.01,False,0.018,0.015,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,momentum_trailing,0.1422,0.0111,0.4463,26,11,15,0.0305,0.0129,2.37,0.0675,2.08,1.74,momentum,,,,,,,0.02,0.01,False,0.02,0.01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,momentum_trailing,1.0038,0.0781,0.4947,86,42,44,0.037,0.0125,2.96,0.0791,1.98,2.83,momentum,,,,,,,0.02,0.01,False,0.02,0.01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,momentum_trailing,-0.7954,-0.0619,0.456,83,37,46,0.0172,0.0311,0.55,0.1163,-1.25,0.44,momentum,,,,,,,0.02,0.01,False,0.02,0.01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,momentum_trailing,0.5428,0.0422,0.5381,87,46,41,0.015,0.0036,4.21,0.0904,2.65,4.72,momentum,,,,,,,0.02,0.01,False,0.02,0.012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
